RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,RI*Na,RI*Mg,RI*Al,RI*Si,RI*K,RI*Ca,RI*Ba,RI*Fe,Na*Mg,Na*Al,Na*Si,Na*K,Na*Ca,Na*Ba,Na*Fe,Mg*Al,Mg*Si,Mg*K,Mg*Ca,Mg*Ba,Mg*Fe,Al*Si,Al*K,Al*Ca,Al*Ba,Al*Fe,Si*K,Si*Ca,Si*Ba,Si*Fe,K*Ca,K*Ba,K*Fe,Ca*Ba,Ca*Fe,Ba*Fe,Type
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,20.054232,5.0591358,1.9446528,109.9336536,0.911556,13.886036400000000,0.0,0.1671186,43.956000000000000,16.896,955.1520000000000,7.920000000000000,120.648,0.0,1.452,4.2624,240.9588,1.998,30.436200000000000,0.0,0.3663,92.6208,0.768,11.699200000000000,0.0,0.1408,43.416,661.3704,0.0,7.9596,5.484,0.0,0.066,0.0,1.0054,0.0,1
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,20.3878144,4.356889600000000,1.8065152,110.5769472,0.8349440000000000,13.7082624,0.0,0.0,38.5441,15.981700000000000,978.2412,7.386500000000000,121.27290000000000,0.0,0.0,3.4153,209.0508,1.5785000000000000,25.9161,0.0,0.0,86.6796,0.6545,10.7457,0.0,0.0,40.062000000000000,657.7452,0.0,0.0,4.9665,0.0,0.0,0.0,0.0,0.0,1
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,19.9513818,4.3121708,1.9435136,110.6132545,0.8351035000000000,13.7716159,0.0,0.0,37.3176,16.819200000000000,957.2490000000000,7.227000000000000,119.17980000000000,0.0,0.0,3.6352000000000000,206.89400000000000,1.562,25.7588,0.0,0.0,93.24800000000000,0.7040000000000000,11.6096,0.0,0.0,40.0675,660.7495,0.0,0.0,4.9885,0.0,0.0,0.0,0.0,0.0,1
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,20.0498738,4.2649618,1.9579362,110.7675844,0.7740678,13.690375600000000,0.0,0.13660020000000000,37.1201,17.0409,964.0658000000000,6.737100000000000,119.1542,0.0,1.1889,3.6249000000000000,205.0738,1.4331,25.3462,0.0,0.2529,94.14420000000000,0.6579,11.6358,0.0,0.1161,37.2198,658.2796,0.0,6.5682,4.6002,0.0,0.045900000000000000,0.0,0.8118,0.0,1
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,18.8952405,4.1129399,1.9578201,111.853753,0.8499064000000000,13.7502714,0.0,0.3642456,33.7395,16.0605,917.5650000000000,6.972,112.797,0.0,2.9880000000000000,3.4959000000000000,199.727,1.5176,24.5526,0.0,0.6504,95.07300000000000,0.7224,11.6874,0.0,0.3096,41.272000000000000,667.7220000000000,0.0,17.688,5.073600000000000,0.0,0.13440000000000000,0.0,2.1744,0.0,1
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,19.6428285,5.247160500000000,1.6936080000000000,110.35670700000000,0.9375330000000000,12.626452500000000,0.0,0.46876650000000000,45.075300000000000,14.548800000000000,948.0102,8.0538,108.4665,0.0,4.0269,3.8864000000000000,253.24060000000000,2.1514,28.9745,0.0,1.0757,81.73760000000000,0.6944,9.352,0.0,0.3472,45.247600000000000,609.383,0.0,22.623800000000000,5.177,0.0,0.1922,0.0,2.5885,0.0,1
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,19.539748800000000,5.2834752,1.9585296,110.75560800000000,0.910944,12.7987632,0.0,0.0,44.7876,16.6023,938.8665,7.7220000000000000,108.49410000000000,0.0,0.0,4.4892,253.866,2.088,29.336400000000000,0.0,0.0,94.1055,0.774,10.8747,0.0,0.0,43.77,614.9685,0.0,0.0,5.058,0.0,0.0,0.0,0.0,0.0,1
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,20.4564392,5.6755996,1.7755218000000000,110.76524460000000,0.8953486000000000,12.185846200000000,0.0,0.0,50.415200000000000,15.7716,983.9052000000000,7.9532,108.2444,0.0,0.0,4.3758,272.9826,2.2066,30.0322,0.0,0.0,85.39830000000000,0.6903000000000000,9.3951,0.0,0.0,43.064100000000000,586.1097000000000,0.0,0.0,4.737700000000000,0.0,0.0,0.0,0.0,0.0,1
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,20.3198606,5.5541964000000000,1.8058726000000000,110.4617366,0.8649978000000000,12.550055800000000,0.0,0.16692940000000000,49.007400000000000,15.9341,974.6581000000000,7.6323,110.7353,0.0,1.4729,4.3554,266.4114,2.0862,30.2682,0.0,0.4026,86.62010000000000,0.6783000000000000,9.841300000000000,0.0,0.1309,41.4903,601.9733,0.0,8.0069,4.7139,0.0,0.06270000000000000,0.0,0.9097,0.0,1
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,20.65908,5.498961,1.6861455,110.34379200000000,0.21266700000000000,13.306878,0.0,0.0,49.232,15.096,987.904,1.9040000000000000,119.136,0.0,0.0,4.0182,262.9568,0.5068,31.7112,0.0,0.0,80.63040000000000,0.15540000000000000,9.723600000000000,0.0,0.0,10.1696,636.3264,0.0,0.0,1.2264000000000000,0.0,0.0,0.0,0.0,0.0,1
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,20.988023700000000,5.4407766,2.0060964,108.9979044,0.1823724,13.1764059,1.0486413000000000,0.0,49.439800000000000,18.229200000000000,990.4532,1.6572,119.73270000000000,9.5289,0.0,4.7256,256.7576,0.4296,31.0386,2.4702000000000000,0.0,94.6704,0.1584,11.4444,0.9108000000000000,0.0,8.606400000000000,621.8124,49.486800000000000,0.0,1.0404,0.08280000000000000,0.0,5.9823000000000000,0.0,0.0,1
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,20.5584372,5.8738392,1.3391136,109.2442788,0.3499956,14.517208800000000,0.0,0.1673892,52.148600000000000,11.8888,969.8829000000000,3.1073,128.88540000000000,0.0,1.4861,3.3968,277.1094,0.8878,36.8244,0.0,0.4246,63.175200000000000,0.2024,8.395200000000000,0.0,0.0968,16.5117,684.8766,0.0,7.8969000000000000,2.1942,0.0,0.0253,0.0,1.0494000000000000,0.0,1
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,21.5705659,5.7998487,1.1873706,108.6139645,0.0,14.7507963,0.0,0.0,53.987700000000000,11.0526,1011.0295000000000,0.0,137.3073,0.0,0.0,2.9718,271.8435,0.0,36.9189,0.0,0.0,55.653,0.0,7.5582,0.0,0.0,0.0,691.3815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,20.5127856,5.6912328,1.369548,109.57905720000000,0.2739096,14.6237292,0.0,0.1065204,50.415200000000000,12.132000000000000,970.6948000000000,2.4264,129.5428,0.0,0.9436000000000000,3.366,269.3174,0.6732,35.9414,0.0,0.26180000000000000,64.80900000000000,0.162,8.649,0.0,0.06300000000000000,12.9618,692.0161,0.0,5.040700000000000,1.7298000000000000,0.0,0.0126,0.0,0.6727000000000000,0.0,1
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,20.8223531,5.4603541,1.7035088000000000,109.45044040000000,0.1368891,14.297306,0.0,0.0,49.147100000000000,15.3328,985.1324000000000,1.2321,128.686,0.0,0.0,4.0208,258.33640000000000,0.3231,33.746,0.0,0.0,80.5952,0.1008,10.528000000000000,0.0,0.0,6.476400000000000,676.424,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.0,1
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,19.855836,5.553548,1.3237224,109.88417440000000,0.2890888,14.986972,0.0,0.2586584,47.6325,11.3535,942.471,2.4795000000000000,128.5425,0.0,2.2185,3.1755,263.603,0.6935,35.9525,0.0,0.6205,62.8314,0.1653,8.5695,0.0,0.1479,13.7218,711.367,0.0,12.2774,1.8715,0.0,0.0323,0.0,1.6745,0.0,1
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,19.855836,5.553548,1.3237224,110.0363264,0.2890888,14.986972,0.0,0.2586584,47.6325,11.3535,943.776,2.4795000000000000,128.5425,0.0,2.2185,3.1755,263.96800000000000,0.6935,35.9525,0.0,0.6205,62.91840000000000,0.1653,8.5695,0.0,0.1479,13.740800000000000,712.3520000000000,0.0,12.2944,1.8715,0.0,0.0323,0.0,1.6745,0.0,1
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,19.962342400000000,5.4470416,1.369368,109.853744,0.3499496,14.9413264,0.0,0.2434432,46.9696,11.808,947.264,3.0176,128.8384,0.0,2.0992000000000000,3.222,258.476,0.8234,35.1556,0.0,0.5728,64.98,0.20700000000000000,8.838000000000000,0.0,0.14400000000000000,16.606,709.004,0.0,11.552000000000000,2.2586000000000000,0.0,0.0368,0.0,1.5712000000000000,0.0,1
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,20.27113,5.4523400000000000,1.2488600000000000,109.64077000000000,0.18276000000000000,15.488910000000000,0.0,0.045690000000000000,47.649800000000000,10.9142,958.1869000000000,1.5972,135.36270000000000,0.0,0.3993,2.9356,257.7242,0.4296,36.4086,0.0,0.1074,59.03180000000000,0.09840000000000000,8.3394,0.0,0.024600000000000000,8.6388,732.1383,0.0,2.1597,1.2204,0.0,0.0036,0.0,0.3051,0.0,1
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,22.5238964,5.5627658,2.6373876000000000,108.93623380000000,0.24251840000000000,11.155846400000000,0.0,0.18188880000000000,54.536200000000000,25.856400000000000,1067.9882,2.3776,109.3696,0.0,1.7832,6.3858,263.7629,0.5872,27.011200000000000,0.0,0.44040000000000000,125.05380000000000,0.2784,12.8064,0.0,0.20880000000000000,11.4992,528.9632,0.0,8.6244,1.1776,0.0,0.0192,0.0,0.8832,0.0,2
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,20.7120672,5.876517600000000,1.9284696000000000,109.26982080000000,0.8199792000000000,12.6337536,0.0,0.4859136,52.78680000000000,17.3228,981.5344,7.365600000000000,113.4848,0.0,4.364800000000000,4.9149,278.48520000000000,2.0898000000000000,32.1984,0.0,1.2384000000000000,91.38920000000000,0.6858000000000000,10.5664,0.0,0.40640000000000000,38.858400000000000,598.7072,0.0,23.027200000000000,4.492800000000000,0.0,0.1728,0.0,2.6624000000000000,0.0,2
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,19.8435237,5.4421887,2.3042136,110.814483,1.0156731,11.8697319,0.0,0.0,46.9931,19.8968,956.8790000000000,8.7703,102.4947,0.0,0.0,5.456800000000000,262.429,2.4053,28.1097,0.0,0.0,111.112,1.0184,11.9016,0.0,0.0,48.977,572.3730000000000,0.0,0.0,5.2461,0.0,0.0,0.0,0.0,0.0,2
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,20.2275754,5.4132267,2.3806067,110.4935097,0.9249491,11.9636859,0.0,0.0,47.623800000000000,20.9438,972.0858000000000,8.1374,105.2526,0.0,0.0,5.6049,260.1459,2.1777000000000000,28.167300000000000,0.0,0.0,114.40590000000000,0.9577,12.3873,0.0,0.0,44.450700000000000,574.9443,0.0,0.0,4.8129,0.0,0.0,0.0,0.0,0.0,2
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,19.737799200000000,5.3968176,2.3345784,110.83183560000000,1.0914912000000000,11.976084,0.0,0.0,46.3512,20.0508,951.8922,9.3744,102.858,0.0,0.0,5.4824,260.2716,2.5632,28.124000000000000,0.0,0.0,112.5894,1.1088,12.166,0.0,0.0,52.639200000000000,577.5690000000000,0.0,0.0,5.688,0.0,0.0,0.0,0.0,0.0,2
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,19.737018,5.426922,2.289009,110.84260800000000,1.045971,12.066564,0.0,0.0,46.6116,19.6602,952.0224000000000,8.983800000000000,103.6392,0.0,0.0,5.4058,261.7696,2.4702000000000000,28.4968,0.0,0.0,110.41120000000000,1.0419000000000000,12.0196,0.0,0.0,50.452800000000000,582.0352,0.0,0.0,5.4924,0.0,0.0,0.0,0.0,0.0,2
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,20.381088000000000,5.4743845,2.3353330000000000,109.77581550000000,1.000857,12.1770935,0.0,0.0,48.5184,20.6976,972.9216,8.8704,107.9232,0.0,0.0,5.5594,261.3279,2.3826,28.988300000000000,0.0,0.0,111.48060000000000,1.0164,12.3662,0.0,0.0,47.7774,581.2917,0.0,0.0,5.299800000000000,0.0,0.0,0.0,0.0,0.0,2
1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,19.71151,5.4282466000000000,2.3350558,110.4299441,0.9249247000000000,12.1908108,0.0,0.0,46.54,20.02,946.79,7.93,104.52000000000000,0.0,0.0,5.5132,260.7314,2.1838,28.783200000000000,0.0,0.0,112.1582,0.9394,12.381600000000000,0.0,0.0,44.4263,585.5532,0.0,0.0,4.904400000000000,0.0,0.0,0.0,0.0,0.0,2
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,21.1045296,5.3367776,1.8951625,110.49555440000000,0.5609681,12.0380722,0.0,0.2122582,48.9984,17.4,1014.4896000000000,5.1504,110.5248,0.0,1.9488,4.4,256.5376,1.3024,27.948800000000000,0.0,0.49280000000000000,91.1,0.4625,9.925,0.0,0.17500000000000000,26.9656,578.6672,0.0,10.2032,2.9378,0.0,0.051800000000000000,0.0,1.1116000000000000,0.0,2
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,19.433838,5.335968,2.88021,110.448474,1.045971,12.081723,0.0,0.0,45.126400000000000,24.358,934.0652,8.845800000000000,102.1754,0.0,0.0,6.688,256.4672,2.4288,28.054400000000000,0.0,0.0,138.434,1.311,15.143000000000000,0.0,0.0,50.273400000000000,580.6942,0.0,0.0,5.499300000000000,0.0,0.0,0.0,0.0,0.0,2
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,19.494731200000000,5.3360384,3.2137504,110.1467472,1.0459848000000000,12.0818824,0.0,0.0,45.267200000000000,27.2632,934.4076000000000,8.873400000000000,102.49420000000000,0.0,0.0,7.462400000000000,255.76320000000000,2.4288,28.054400000000000,0.0,0.0,154.0392,1.4628000000000000,16.8964,0.0,0.0,50.1354,579.1002,0.0,0.0,5.499300000000000,0.0,0.0,0.0,0.0,0.0,2
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,20.0860725,5.2299585,2.1677799000000000,110.9205981,0.9247173,11.915209800000000,0.0,0.0,45.712500000000000,18.947500000000000,969.5025,8.0825,104.14500000000000,0.0,0.0,4.9335,252.43650000000000,2.1045000000000000,27.117,0.0,0.0,104.6331,0.8723,11.2398,0.0,0.0,44.6337,575.1162,0.0,0.0,4.7946,0.0,0.0,0.0,0.0,0.0,2
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,20.3357286,5.383433000000000,1.895575,110.4134526,1.0311928,12.283326000000000,0.0,0.0,47.6055,16.7625,976.3821,9.1188,108.621,0.0,0.0,4.4375,258.4755,2.414,28.755,0.0,0.0,91.0125,0.8500000000000000,10.125,0.0,0.0,49.5108,589.761,0.0,0.0,5.508,0.0,0.0,0.0,0.0,0.0,2
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,19.8436546,5.3361088,2.349707,110.46654780000000,1.0308392000000000,12.203317000000000,0.0,0.1364346,46.0768,20.2895,953.8683000000000,8.901200000000000,105.37450000000000,0.0,1.1781,5.456,256.5024,2.3936,28.336000000000000,0.0,0.31680000000000000,112.94850000000000,1.054,12.477500000000000,0.0,0.13950000000000000,49.55160000000000,586.6035,0.0,6.5583,5.474000000000000,0.0,0.061200000000000000,0.0,0.7245,0.0,2
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,21.5757825,4.6785381,3.1493072,109.4384252,1.665499,10.7197572,0.0,0.0,44.0325,29.64,1029.99,15.675,100.89,0.0,0.0,6.4272,223.3452,3.399,21.8772,0.0,0.0,150.3424,2.2880000000000000,14.7264,0.0,0.0,79.50800000000000,511.74240000000000,0.0,0.0,7.788000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,20.2571,5.428175,2.2592125000000000,110.2617,0.6823125000000000,12.448412500000000,0.0,0.0,47.8288,19.906400000000000,971.5392000000000,6.012,109.68560000000000,0.0,0.0,5.3342,260.3376,1.611,29.391800000000000,0.0,0.0,108.3528,0.6705,12.2329,0.0,0.0,32.724000000000000,597.0312,0.0,0.0,3.6945000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,20.0677356,5.2897581,2.2280643000000000,111.0242925,0.5759622,12.170990700000000,0.0,0.0,46.207600000000000,19.4628,969.83,5.0312,106.3172,0.0,0.0,5.1303,255.6425,1.3262,28.0247,0.0,0.0,107.6775,0.5586,11.804100000000000,0.0,0.0,27.835,588.1975,0.0,0.0,3.0514000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,20.32043,5.292410500000000,2.3050040000000000,110.17009250000000,1.0160215000000000,12.252916,0.0,0.15164500000000000,46.766000000000000,20.368000000000000,973.5100000000000,8.978000000000000,108.272,0.0,1.34,5.3048,253.54850000000000,2.3383000000000000,28.1992,0.0,0.34900000000000000,110.42800000000000,1.0184,12.281600000000000,0.0,0.15200000000000000,48.67550000000000,587.0120000000000,0.0,7.265000000000000,5.413600000000000,0.0,0.067,0.0,0.808,0.0,2
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,19.7255018,5.30663,2.2439464,110.51436020000000,0.909708,12.311381600000000,0.0,0.0,45.535,19.2548,948.2989,7.806000000000000,105.64120000000000,0.0,0.0,5.18,255.115,2.1,28.420000000000000,0.0,0.0,107.8772,0.888,12.017600000000000,0.0,0.0,43.734,591.8668000000000,0.0,0.0,4.872000000000000,0.0,0.0,0.0,0.0,0.0,2
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,19.030820000000000,5.2770720000000000,2.835668,111.045972,0.955332,12.252512,0.0,0.136476,43.674,23.468500000000000,919.0365,7.9065,101.40400000000000,0.0,1.1295,6.5076,254.84040000000000,2.1924,28.1184,0.0,0.3132,136.9401,1.1781000000000000,15.1096,0.0,0.1683,46.1349,591.6984,0.0,6.5907,5.0904,0.0,0.0567,0.0,0.7272,0.0,2
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,19.6330413,5.6788534,1.6854351000000000,109.7506748,0.9717824,13.604953600000000,0.0,0.3340502,48.358200000000000,14.352300000000000,934.5804000000000,8.2752,115.8528,0.0,2.8446,4.151400000000000,270.3272,2.3936,33.510400000000000,0.0,0.8228000000000000,80.2308,0.7104,9.945600000000000,0.0,0.24420000000000000,46.2592,647.6288000000000,0.0,15.9016,5.734400000000000,0.0,0.1408,0.0,1.9712000000000000,0.0,2
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,19.557045,5.215212000000000,2.1982725,110.762613,0.6670620000000000,12.537733500000000,0.0,0.0,44.376,18.705,942.474,5.676,106.68300000000000,0.0,0.0,4.9880000000000000,251.3264,1.5136,28.4488,0.0,0.0,105.937,0.638,11.991500000000000,0.0,0.0,32.1464,604.2062,0.0,0.0,3.6388,0.0,0.0,0.0,0.0,0.0,2
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,19.888345600000000,5.1691508,2.3950904,111.0533688,0.1061116,12.7182332,0.0,0.2880172,44.7392,20.7296,961.1712,0.9184,110.0768,0.0,2.4928,5.3878,249.81660000000000,0.23870000000000000,28.609900000000000,0.0,0.6479,115.75080000000000,0.11060000000000000,13.256200000000000,0.0,0.3002,5.1282000000000000,614.6514000000000,0.0,13.919400000000000,0.5873,0.0,0.013300000000000000,0.0,1.5941,0.0,2
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,20.070516,5.063106000000000,2.228373,110.81229000000000,0.591201,12.460698,0.0,0.0,44.2216,19.4628,967.8440000000000,5.163600000000000,108.8328,0.0,0.0,4.9098,244.15400000000000,1.3026,27.454800000000000,0.0,0.0,107.457,0.5733,12.083400000000000,0.0,0.0,28.509,600.882,0.0,0.0,3.2058000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,19.272045900000000,5.0492457,2.2592721,111.11373120000000,1.0159143,12.494229600000000,0.0,0.0,42.3243,18.937900000000000,931.3888000000000,8.5157,104.7304,0.0,0.0,4.9617,244.0224,2.2311,27.4392,0.0,0.0,109.1872,0.9983000000000000,12.2776,0.0,0.0,49.09760000000000,603.8272000000000,0.0,0.0,5.5208,0.0,0.0,0.0,0.0,0.0,2
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,20.288496,5.208798,2.171598,109.734036,0.774486,13.059960000000000,0.0,0.0,45.8248,19.104800000000000,965.3936,6.8136,114.89600000000000,0.0,0.0,4.9049,247.85180000000000,1.7493,29.498,0.0,0.0,103.3318,0.7293,12.298000000000000,0.0,0.0,36.8526,621.436,0.0,0.0,4.386,0.0,0.0,0.0,0.0,0.0,2
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,19.7696982,5.4966442,1.6095146,109.84177940000000,0.9717824,13.863083300000000,0.0,0.2277615,47.1324,13.8012,941.8668,8.3328,118.8726,0.0,1.9530000000000000,3.8372,261.87080000000000,2.3168,33.0506,0.0,0.543,76.6804,0.6784,9.677800000000000,0.0,0.159,46.2976,660.4642000000000,0.0,10.851,5.8432,0.0,0.096,0.0,1.3695000000000000,0.0,2
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,18.512646,4.9316475,1.7602188000000000,111.6069765,0.9408066,13.505127000000000,0.0,0.3641832,39.65,14.152000000000000,897.31,7.564000000000000,108.58,0.0,2.928,3.7700000000000000,239.0375,2.015,28.925,0.0,0.78,85.318,0.7192,10.324,0.0,0.2784,45.601,654.595,0.0,17.652000000000000,5.518,0.0,0.1488,0.0,2.136,0.0,2
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,19.2189963,4.3686432,2.5938819,111.0515169,1.1073297,12.954240600000000,0.0,0.0,36.489600000000000,21.6657,927.5707000000000,9.2491,108.20180000000000,0.0,0.0,4.924800000000000,210.84480000000000,2.1024,24.5952,0.0,0.0,125.18910000000000,1.2483,14.603400000000000,0.0,0.0,53.443300000000000,625.2134000000000,0.0,0.0,6.2342000000000000,0.0,0.0,0.0,0.0,0.0,2
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,19.674705600000000,4.4936056,2.1708973,110.7005812,0.910866,13.344186900000000,0.21253540000000000,0.0,38.3616,18.5328,945.0432000000000,7.776,113.91840000000000,1.8144000000000000,0.0,4.2328,215.8432,1.776,26.018400000000000,0.41440000000000000,0.0,104.2756,0.858,12.569700000000000,0.20020000000000000,0.0,43.752,640.9668000000000,10.208800000000000,0.0,5.274000000000000,0.084,0.0,1.2306,0.0,0.0,2
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,19.336012500000000,4.3221675,2.183832,111.11761850000000,0.8644335,13.3304745,0.1668205,0.333641,36.3375,18.36,934.1925,7.267500000000000,112.07250000000000,1.4025,2.805,4.104,208.8195,1.6245000000000000,25.051500000000000,0.3135,0.627,105.5088,0.8208000000000000,12.657600000000000,0.15840000000000000,0.31680000000000000,41.76390000000000,644.0433000000000,8.0597,16.1194,5.010300000000000,0.06270000000000000,0.12540000000000000,0.9669000000000000,1.9338000000000000,0.0242,2
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,18.738655,4.1270560000000000,2.473199,110.56565100000000,1.0621100000000000,14.004679000000000,0.0,0.0,33.592,20.130500000000000,899.9445000000000,8.645,113.9905,0.0,0.0,4.4336,198.20640000000000,1.904,25.105600000000000,0.0,0.0,118.7781,1.1410000000000000,15.0449,0.0,0.0,51.009,672.5901000000000,0.0,0.0,6.461,0.0,0.0,0.0,0.0,0.0,2
